PLAYER_NAME,PLAYER_POSITION,PLAYER_TEAM,2019_G,2019_GS,2019_IP,2019_BB,2019_K,2019_W,2019_SV,2019_HD,2019_ERA,2019_WHIP,2019_K/9,2020_G,2020_GS,2020_IP,2020_BB,2020_K,2020_W,2020_SV,2020_HD,2020_ERA,2020_WHIP,2020_K/9,2020_OUTLOOK
Dylan Cease,SP,White Sox,14.0,14.0,73.0,35.0,81.0,4.0,0.0,0.0,5.79,1.55,9.99,10.0,10.0,51.0,27.0,52.0,3.0,0.0,0.0,4.94,1.49,9.18,"Cease, one of the top pitching prospects in the game entering last season, reached the majors in July despite what was a 4.48 ERA in 15 season-opening start at Triple-A Charlotte, not to mention a career 11.4% walk rate in the minors. Those control issues revealed themselves in the majors as well; he had only three quality starts and the fifth-worst walk rate (10.7%) of any pitcher who made at least 10 starts from the date of his July 3 debut forward. Cease will need to address that if he's to break through in 2020, but he does have electric stuff once he clears those hurdles. He's an AL-only flier, and more of a dynasty-league prospect than a redraft target."
Dakota Hudson,SP,Cardinals,33.0,32.0,174.2,86.0,136.0,16.0,1.0,0.0,3.35,1.41,7.01,12.0,12.0,65.0,34.0,45.0,4.0,0.0,0.0,4.29,1.52,6.23,"After debuting as a reliever in 2018, Hudson earned a spot in the Cardinals' Opening Day rotation last season and held onto it the rest of the way. His 3.35 ERA suggests he acquitted himself very well, but the rest of his stat line tells a very different story. The 1.58-run gap between his ERA and his 4.93 FIP was more than half a run larger than any other qualified starter, leaving the door open for a precipitous fall this season. The Cardinals are a strong defensive team, and a pitcher with Hudson's high 56.9% groundball rate is well-positioned to take advantage of that defense, but defense can't reliably cover for the faults of a pitcher with an 18.0 K% and a 11.4 BB%. Expect a more mediocre ERA to go with Hudson's low strikeout total this season."
Nathan Eovaldi,"SP, RP",Red Sox,23.0,12.0,67.2,35.0,70.0,2.0,0.0,4.0,5.99,1.58,9.31,9.0,9.0,48.0,14.0,47.0,3.0,0.0,0.0,4.5,1.29,8.81,No outlook available.
Chris Bassitt,SP,Athletics,28.0,25.0,144.0,47.0,141.0,10.0,0.0,0.0,3.81,1.19,8.81,11.0,9.0,53.0,17.0,48.0,3.0,0.0,0.0,4.25,1.25,8.15,"Bassitt bounced between the minors and majors from 2014-18 before settling in as a full-time member of Oakland's starting staff last season. The right-hander made 25 starts, posting a 3.95 ERA (4.51 FIP) and a .234 BAA. For the first time in his career, he was an above-average strikeout pitcher, as his 23.0 K% was nearly three ticks higher than his 2018 mark. The improvement was partly due to a gain in his fastball velocity, which averaged 93.5 mph last season. He also did well limiting hard contact, holding opposing batters to an 87 mph average exit velocity. In what may have been a precursor to his 2020 role, Bassitt logged five scoreless innings out of the bullpen near the end of the campaign, striking out nine. Pitching in relief would help solidify Bassitt's place in the majors but would put a significant dent in his fantasy value."
Brandon Kintzler,RP,Marlins,62.0,0.0,57.0,13.0,48.0,3.0,1.0,17.0,2.68,1.04,7.58,24.0,0.0,22.0,8.0,13.0,0.0,10.0,1.0,4.5,1.36,5.32,"Signed by the bullpen-starved Marlins during the offseason, Kintzler might be the odds-on-favorite to end up as their Opening Day closer, in large part because of his �experience� in the role (45 saves for the 2016-17 Twins). His skill set isn't that of a dominant finisher, but his ground-ball leaning and good control represent a somewhat low-risk option, supporting his case as an NL-only target if you're going the cheap route for saves."
Adrian Houser,"SP, RP",Brewers,35.0,18.0,111.1,37.0,117.0,6.0,0.0,1.0,3.72,1.24,9.46,10.0,10.0,51.0,18.0,46.0,3.0,0.0,0.0,4.24,1.29,8.12,"Houser generated little buzz in fantasy circles heading into last season, but that isn't the case this time around. Houser mainly pitched in the minors and in relief over the first half of the season, but he spent the final three months in the rotation, and when it was all said and done, he was one of the Brewers' best pitchers in 2019. He was particularly good to close out the campaign, posting a 3.02 ERA, 1.03 WHIP and 9.8 K/9 over his last 10 starts. Houser mainly relies on a mid-90s fastball and his curveball, but also mixes in a slider and changeup, so he has enough options to keep hitters guessing. With the way he finished last season, he heads into the 2020 campaign with a firm grasp on a spot somewhere near the top or in the middle of the Brewers' starting rotation."
Ryan Helsley,RP,Cardinals,24.0,0.0,36.2,12.0,32.0,2.0,0.0,1.0,2.95,1.25,7.85,14.0,0.0,21.0,7.0,20.0,1.0,9.0,4.0,3.43,1.19,8.57,No outlook available.
Johnny Cueto,SP,Giants,4.0,4.0,16.0,9.0,13.0,1.0,0.0,0.0,5.06,1.25,7.31,10.0,10.0,56.0,22.0,42.0,3.0,0.0,0.0,5.14,1.46,6.75,"Cueto returned to the majors just one year and 39 days removed from August 2018 Tommy John surgery to post a pair of encouraging initial September outings followed by a pair of stinkers. Small sample, yes, but combining those with his six minor league rehabilitation starts, he had 34 K's compared to 10 walks, which at least offers some promise entering 2020. Now 34, Cueto is almost assured a rotation spot with the Giants for so long as he's healthy -- a $21-plus-million salary will do that for you -- and if he's looking good during spring training, he'd be worth a deep-mixed or NL-only mid-to-late round pick based upon his past track record."
Jordan Montgomery,SP,Yankees,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,6.75,1.75,11.25,13.0,10.0,56.0,18.0,53.0,4.0,0.0,0.0,4.02,1.25,8.52,"Tommy John surgery in June 2018 cost Montgomery most of the past two seasons, and the four-game sample he offered between the minors and majors last year offered little information. Before the operation, he had posted good (yet hardly elite) numbers as a member of the Yankees rotation, leaning more to the matchups side in fantasy leagues as indicated by his 3.61 ERA against sub-.500 teams in his career to date. Montgomery will be an important pitcher to watch in Grapefruit League play, especially as he competes for a rotation spot following James Paxton's injury. If he can stick with the team, he'd warrant an AL-only late-round speculative pick."
Drew Pomeranz,"RP, SP",Padres,46.0,18.0,104.0,44.0,137.0,2.0,2.0,12.0,4.85,1.43,11.86,20.0,0.0,24.0,10.0,24.0,0.0,1.0,9.0,5.25,1.46,9.0,"Pomeranz, once a promising starter, is on the cusp of carving out a second career as a dominant reliever. He began the season with the Giants, posting a 5.68 ERA and 1.61, starting the majority of the time. San Francisco dealt Pomeranz to the Brewers at the trade deadline. Perhaps encouraged by Pomeranz ending his Giants tenure with 5.1 innings of scoreless relief, along with their own conversion of Josh Hader to the bullpen, Milwaukee used Pomeranz as a reliever, and he registered a sparkling 2.39 ERA and .91 WHIP with 45 whiffs in 26.1 innings. The southpaw signed with the Padres, an organization known for getting the most out of their bullpen. Pomeranz is one of the top options in leagues scoring holds and can help support ratios and add strikeouts in standard leagues."
Corey Knebel,RP,Brewers,,,,,,,,,,,,19.0,0.0,19.0,7.0,26.0,1.0,3.0,3.0,3.32,1.11,12.32,"Knebel succumbed to Tommy John surgery shortly before the start of the 2019 season, putting his anticipated return timetable somewhere in the range of May. Once healthy, he could quickly move into the Brewers' late-inning mix thanks to his pre-surgery combination of near-40% strikeout and near-50% ground-ball rates. A closer job might be a tough ask in 2020, but Knebel might emerge as one of the better holds/strikeouts relief options by the season's second half -- if his recovery goes smoothly."
Hunter Harvey,RP,Orioles,7.0,0.0,6.1,4.0,11.0,1.0,0.0,1.0,1.42,1.11,15.63,21.0,0.0,19.0,7.0,16.0,0.0,7.0,2.0,5.68,1.42,7.58,No outlook available.
Griffin Canning,SP,Angels,18.0,17.0,90.1,30.0,96.0,5.0,0.0,0.0,4.58,1.22,9.56,9.0,9.0,46.0,18.0,49.0,3.0,0.0,0.0,4.11,1.26,9.59,"Drafted in the second round in 2017, Canning was fast-tracked, culminating in an April promotion after just three starts with Triple-A Salt Lake to begin the 2019 campaign. The 23-year old held his own in his freshman year before being shut down in mid-August with elbow inflammation. Prior, Canning tossed 90.1 innings and fanned an impressive 96 batters. The right-hander features a four-pitch arsenal including a 93-mph fastball, curveball, slider and changeup. However, he had only a five-mph delta between his heater and changeup, limiting the effectiveness of each. Canning's best strikeout pitch is his slider, which generated a 22.3% swinging strike rate last season. The Angels fortified their staff in the offseason, but Canning is still expected to fill a mid-rotation role. He was throwing in November, so the elbow issue cutting short his rookie season was minor and won't affect his availability for spring training."
Diego Castillo,"RP, SP",Rays,65.0,6.0,68.2,26.0,81.0,5.0,8.0,17.0,3.8,1.25,10.62,19.0,0.0,21.0,7.0,25.0,1.0,2.0,6.0,3.0,1.14,10.71,"Castillo pitched wherever the Rays needed him to last season, opening six games and finishing second on the team with eight saves. Last year's save leader, Emilio Pagan, was shipped to San Diego, potentially opening up more ninth-inning opportunities for Castillo, even though his numbers can't compare with Nick Anderson's eye-popping stats. Then again, this is the Rays we're talking about, so creative pitcher usage is to be expected. Castillo's numbers don't match the game's truly elite relievers, but he's still a legitimate late-inning weapon. In 125.1 career innings, he has posted a 3.30 ERA, a 28.5 K% and a 8.6 BB%. In leagues deep enough to roster a handful of non-closing relievers, Castillo is a prime target, as whatever saves he manages can be taken as a bonus. He's not quite good enough for shallower formats, though, unless he's regularly closing games."
Wade Davis,RP,Rockies,50.0,0.0,42.2,29.0,42.0,1.0,15.0,0.0,8.65,1.88,8.86,24.0,0.0,22.0,13.0,23.0,1.0,1.0,0.0,6.14,1.59,9.41,"Rockies closers don't age gracefully, with Davis the latest victim. After surviving the 2018 campaign, posting 43 saves despite a 4.13 ERA, things fell apart for Davis last season. At the end of July, Davis was sitting on a 6.82 ERA and 1.74 WHIP when he was replaced as closer by Scott Oberg. When Oberg's season was cut short in mid-August, Davis got another crack at the job, but it was short-lived after a blown save. He finished the season in low-leverage scenarios, where he's likely to remain for the 2020 season. Davis' strikeout rate was its lowest since 2013 when he was a starter for the Royals, and his walk rate was a career worst. Now 34-years old, there's little hope of a turnaround."
Austin Voth,SP,Nationals,9.0,8.0,43.2,13.0,44.0,2.0,0.0,0.0,3.3,1.05,9.07,10.0,8.0,44.0,14.0,38.0,3.0,0.0,0.0,5.11,1.36,7.77,"For the second straight season, Voth served as a �sixth starter� of sorts with the Nationals, ultimately completing 2019 a regular member of their rotation with a 2.61 ERA in four September starts. He showed improvement with both his four-seam fastball and curveball in the process, things that could put him in better position to claim the team's open fifth-starter job this spring. Any Grapefruit League success could thrust him into the late-round NL-only discussion, so monitor his progress."
Matt Magill,RP,Mariners,50.0,0.0,50.2,20.0,64.0,5.0,5.0,1.0,4.09,1.4,11.37,20.0,0.0,23.0,10.0,25.0,1.0,9.0,2.0,4.3,1.39,9.78,"Purchased from the Twins by the Mariners in July, Magill was thrust into their late-inning mix, although much of the reason was the dearth of quality alternatives due to injuries. He posted a surprisingly effective stat line. In 19 August/September appearances, he had a 3.00 ERA, a 1.11 WHIP and a 29.9% strikeout rate, even going 5-for-6 converting save chances in his month-long stint in the role. Magill enters 2020 as the favorite for ninth-inning duties, and the tweaks he made while with the Mariners make him worth a late-round pick if you end up waiting on saves."
Jeff Samardzija,SP,Giants,32.0,32.0,181.1,49.0,140.0,11.0,0.0,0.0,3.52,1.11,6.95,12.0,12.0,68.0,21.0,50.0,3.0,0.0,0.0,5.03,1.34,6.62,No outlook available.
Tony Watson,RP,Giants,60.0,0.0,54.0,12.0,41.0,2.0,0.0,25.0,4.33,1.26,6.83,23.0,0.0,21.0,4.0,22.0,1.0,10.0,1.0,3.86,1.14,9.43,No outlook available.
Freddy Peralta,"RP, SP",Brewers,39.0,8.0,85.0,37.0,115.0,7.0,1.0,5.0,5.29,1.46,12.18,13.0,0.0,24.0,11.0,30.0,1.0,0.0,3.0,4.5,1.33,11.25,No outlook available.
Rick Porcello,SP,Mets,32.0,32.0,174.1,45.0,143.0,14.0,0.0,0.0,5.52,1.39,7.38,12.0,12.0,67.0,17.0,56.0,4.0,0.0,0.0,4.97,1.31,7.52,"Porcello's ERAs since his Cy Young campaign in 2016: 4.65, 4.28, 5.52. The ERA estimators say Porcello deserved better in his final season in Boston, but not much better. His walk rate held steady at 5.9%, but his strikeout rate fell five percentage points to 18.6%. His home-run rate shot back up to 1.6, right around where it was in the first modern juiced-ball year of 2017. While Porcello had a 21.3 K-BB% in September, he still got knocked around, and aside from spin rate, there's little in his seasonal numbers to hang your hat on. At least Porcello remains durable, clearing 170 innings in 11 straight seasons. There is value in that volume in certain points-based formats. Porcello signed a one-year deal with the Mets over the offseason, and those looking to preserve their ratios in rotisserie leagues will want to steer clear, or at least stream Porcello carefully early on."
